0, 1, 0, 0, 0.00
1, 2, 18, 18, 18.00
2, 3, 18, 177, 97.50
3, 4, 18, 112, 65.00
4, 5, 18, 112, 60.25
5, 6, 13, 112, 48.20
6, 7, 8, 112, 40.17
7, 8, 8, 112, 34.43
8, 9, 4, 112, 30.12
9, 10, 4, 112, 26.78
10, 11, 4, 112, 27.80
11, 12, 4, 91, 25.27
12, 13, 3, 91, 23.17
13, 14, 3, 51, 21.38
14, 15, 3, 51, 19.86
15, 16, 3, 40, 18.53
16, 17, 3, 40, 17.38
17, 18, 3, 40, 16.35
18, 19, 3, 36, 15.44
19, 20, 3, 36, 14.63
20, 21, 2, 36, 13.90
21, 22, 2, 36, 13.24
22, 23, 2, 36, 12.64
23, 24, 2, 36, 12.09
24, 25, 2, 36, 11.58
25, 26, 1, 36, 11.12
26, 27, 1, 36, 10.69
27, 28, 1, 36, 10.30
28, 29, 1, 36, 9.93
29, 30, 1, 29, 9.59
30, 31, 1, 29, 9.27
31, 32, 1, 29, 8.97
32, 33, 1, 29, 8.69
33, 34, 1, 29, 8.42
34, 35, 1, 29, 8.18
35, 36, 1, 29, 7.94
36, 37, 1, 29, 8.08
37, 38, 1, 29, 7.86
38, 39, 1, 29, 7.66
39, 40, 1, 29, 7.64
40, 41, 1, 29, 7.45
41, 42, 1, 29, 7.27
42, 43, 1, 29, 7.10
43, 44, 1, 29, 6.93
44, 45, 1, 29, 6.77
45, 46, 1, 22, 6.62
46, 47, 1, 22, 6.48
47, 48, 1, 22, 6.34
48, 49, 1, 22, 6.21
49, 50, 1, 22, 6.08
50, 51, 1, 22, 5.96
51, 52, 1, 22, 5.84
52, 53, 1, 22, 5.73
53, 54, 1, 22, 5.62
54, 55, 1, 22, 5.52
55, 56, 1, 22, 5.42
56, 57, 1, 22, 5.32
57, 58, 1, 22, 5.23
58, 59, 1, 22, 5.14
59, 60, 1, 22, 5.05
60, 61, 1, 22, 4.97
61, 62, 1, 22, 4.89
62, 63, 1, 22, 4.81
63, 64, 1, 22, 4.73
64, 65, 1, 22, 4.66
65, 66, 1, 22, 4.58
66, 67, 1, 22, 4.52
67, 68, 1, 22, 4.45
68, 69, 1, 19, 4.38
69, 70, 1, 19, 4.32
70, 71, 1, 19, 4.26
71, 72, 1, 19, 4.20
72, 73, 1, 19, 4.14
73, 74, 1, 19, 4.08
74, 75, 1, 19, 4.03
75, 76, 1, 19, 3.97
76, 77, 1, 18, 3.92
77, 78, 1, 18, 3.87
78, 79, 1, 18, 3.82
79, 80, 1, 18, 3.77
80, 81, 1, 18, 3.73
81, 82, 1, 18, 3.68
82, 83, 1, 18, 3.63
83, 84, 1, 18, 3.59
84, 85, 1, 18, 3.55
85, 86, 1, 18, 3.51
86, 87, 1, 18, 3.47
87, 88, 1, 18, 3.43
88, 89, 1, 18, 3.39
89, 90, 1, 18, 3.35
90, 91, 1, 18, 3.31
91, 92, 1, 18, 3.27
92, 93, 1, 18, 3.24
93, 94, 1, 18, 3.20
94, 95, 1, 18, 3.17
95, 96, 1, 18, 3.14
96, 97, 1, 18, 3.10
97, 98, 1, 11, 3.07
98, 99, 1, 11, 3.04
99, 100, 1, 11, 3.01
